name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin
Findly Tools,https://www.eu-startups.com/directory/findly-tools/,France,"The best tools, all in one place.","- One-click Submission Tool Flow: You can add your tool to our website really fast, with just one-click.
- Self-service Advertising: You can take control of your project's promotion with our self-service advertising options. You can independently configure all desired settings, choose your preferred display period, and decide whether your project is featured on the homepage or across all pages.
- Flexible Plans: You can choose how many tools you want : 1, 5, or even 10. This way you only pay for what you need.
- 30+ Diverse Categories: We have over 30 types of categories so your tool is in the right spot, and people can find it without any trouble.",France,"Tool directory, Best online tools, Self-service advertising,",No funding announced yet,2025,https://findly.tools,Active,FR,
Foxtrot Aviation,https://www.eu-startups.com/directory/foxtrot-aviation/,France,"We offer light-aviation operators and manufacturers a fully managed flight-data tracking and analysis service under an annual subscription model. Our compact 4G-enabled Flight Data Recorder is rented alongside platform access, so there’s no large up-front hardware purchase. In-flight data (GPS, attitude, engine and sensor parameters) is streamed in real time to our cloud, where our analytics engine applies AI-driven algorithms to detect safety events, optimize maintenance and generate environmental reports.",,Paris,"Software Development, AI, light-aviation",Between €100K-€500K,2024,https://www.foxtrot-aviation.com/,Active,FR,https://www.linkedin.com/company/foxtrot-aviation-fdr-solution/
MONSAPO,https://www.eu-startups.com/directory/monsapo/,France,"Monsapo has developed a patented, semi-automated machine called Sapocircle, which transforms used cooking oil into natural, biodegradable cleaning products directly on-site. Our business model combines hardware sales or leasing (the machine) with recurring revenue from refillable capsules containing plant-based additives. We serve professional kitchens (hotels, restaurants, catering) that generate large volumes of oil waste and seek local, circular solutions.",,Paris,"Ecological cleaning products, Green manufacturing, Sustainable",Between €100K-€500K,2023,https://monsapo.com/,Active,FR,https://www.linkedin.com/company/monsapo/
Skyted,https://www.eu-startups.com/directory/skyted/,France,"Skyted develops patented acoustic technology that enables completely silent and confidential voice communication : making the speaker inaudible to their surroundings, even in crowded or noisy environments like trains, open offices, or planes. Our business model is dual: we sell our hardware (the Skyted 320 headset) directly to B2B clients through enterprise deals and pilots, and offer licensing opportunities for integration into third-party platforms and environments (OEM, automotive, defense). We also create value through our software layer, optimizing the voice signal for clarity on the receiver’s end while preserving full local silence. Our technology is particularly relevant for hybrid work, cybersecurity, defense, and AI agent interaction use cases.",,Toulouse,"Aviation , Airlines , Ancillary revenues , Passenger experience",Between €500K-€ 1 million,2022,https://skyted.io/,Active,FR,https://www.linkedin.com/company/skyted/
Guidel,https://www.eu-startups.com/directory/guidel/,France,"An Artificial Cultural Intelligence Agent, Guidel is a mobile app that delivers personalized audio stories about cultural landmarks and artworks around you. Our tech stack combines cutting edge AI language and voice models, geolocation and mapping services, and image recognition technology. This allows us to deliver instant, hyper-personalized audio narratives about landmarks to travelers in over 40 languages.",,France,"Software Development, AI, Mobile App",Between €100K-€500K,2025,https://guidel.co/,Active,FR,https://www.linkedin.com/company/guidelapp/
Soara,https://www.eu-startups.com/directory/soara/,France,Soara is an AI matching & mentoring platform that transforms how aspiring students connect with alumni. Soara inspires and empowers students to study overseas. We shortcut the journey by connecting students with mentors who have already studied overseas.,,France,"Education, AI, Connecting prospective students",Between €100K-€500K,2024,https://soara.world/,Active,FR,https://www.linkedin.com/company/soaraworld/
myDid,https://www.eu-startups.com/directory/mydid/,France,"myDid helps community managers engage, recognize, and retain their members using a privacy-first Web3 platform powered by AI agents and gamified badges and quests.","myDid is a Web3-native platform that empowers community managers to build meaningful engagement through ethical AI and verifiable digital badges.
Facing disengaged audiences, scattered tools, and increasing burnout, organizations need a better way to reward contributions and foster belonging. With myDid, every action can be acknowledged, every effort visibly valued. 
Our solution combines
- A Community Studio: a web-based dashboard to gamify user journeys, customize badge campaigns, automate recognitions, and supervise activity.
- A mobile app: a seamless member experience to join communities, to collect badges and rewards, to complete quests and connect with peers.
Our AI agents observe conversations on social platforms, summarize key insights, suggest reactions, and even trigger automated rewards, saving time, boosting morale, and increasing loyalty. 
myDid is built on secure sovereign identity standards. Our infrastructure is sustainable and low-energy.
By rethinking recognition and building ethical tools, myDid brings back meaning to online communities.",Aix en Provence,"Community Engagement, Gamification, AI Agents, Ethical web",Between €1 million-€ 2.5 million,2024,https://mydid.com,Active,FR,https://www.linkedin.com/company/mydid/
Frames,https://www.eu-startups.com/directory/frames/,France,"Frames is a digital notebook for film photographers. It helps analog shooters log camera settings on the go and later embed them as metadata into their scans. Designed with care for detail and simplicity, Frames brings modern tools to the timeless craft of analog photography.","Frames is a digital notebook made specifically for film photographers. It helps analog shooters keep track of the essential details behind every photo, such as camera settings, lens, film stock, location, and personal notes. Instead of juggling paper logs or repurposed note apps, photographers can now rely on a clean, intuitive interface designed just for their workflow.
Many film photographers develop a deep connection with their tools and process, but remembering the context of each shot weeks later can be difficult. Frames solves this by making it quick and natural to log information while shooting. Once the film is processed and scanned, these notes can be embedded into the final images as standard metadata, giving digital files the same rich context as their analog origins.
The app runs on iOS and macOS, with sync support through iCloud. Users can access their records across devices without worrying about vendor lock-in or hidden data collection. Frames is privacy-friendly, storing data locally by default and never collecting personal information.
Out of the box, the app includes a library of over 200 popular film stocks, and users can add their own. Cameras, lenses, and films can be saved as presets for quick access. Smart autofill features reduce repetitive entry, while map integration allows for tagging frames by shooting location. Notes can be grouped into folders, and final images can be exported with full metadata included.
Frames is the work of Vincent Tantardini, an independent designer and photographer who built the app to support his own creative workflow. It reflects a strong respect for analog photography while offering modern conveniences that stay true to the craft.
Whether you are documenting everyday life or building a detailed archive of your creative process, Frames helps you stay organized without interrupting the flow of shooting on film. It brings clarity and context to every frame, giving photographers a better way to bridge the gap between analog and digital.","Paris, France","film, photography, analog, app",No funding announced yet,2025,https://withframes.com/,Active,FR,http://linkedin.com/company/withframes/
DocShipper Qatar FR,https://www.eu-startups.com/directory/docshipper-qatar-fr/,France,DocShipper Qatar-France est implanté localement au Moyen-Orient et en Europe pour offrir un service logistique complet et personnalisé. Nous accompagnons les entreprises dans leurs opérations,"DocShipper Qatar est un expert international en logistique et en freight forwarding, dédié à accompagner les entreprises dans leurs opérations d’import-export et de commerce international au Qatar. Grâce à une forte présence locale via nos agents, fournisseurs et courtiers en douane, nous maîtrisons parfaitement le marché qatari et ses spécificités réglementaires. Cette connaissance approfondie nous permet de proposer des solutions personnalisées, adaptées aux exigences du commerce dans la région du Golfe.
Nous offrons une gamme complète de services logistiques, incluant le sea freight, l’air freight, le road freight, ainsi que des options de transport multimodal et de door-to-door shipping. Nos experts veillent également à la bonne gestion des formalités de douane et à la qualité du contrôle de vos marchandises, pour garantir une livraison sécurisée et conforme. DocShipper Qatar met à profit plus de 11 ans d’expérience dans la gestion de la supply chain pour optimiser vos opérations logistiques, réduire les coûts et améliorer l’efficacité de votre chaîne d’approvisionnement.
Présent dans plus de 40 pays, DocShipper est reconnu comme un acteur majeur du global commerce avec plus de 6100 clients et 9200 opérations réussies à ce jour. Nos services couvrent également le sourcing, la vérification des fournisseurs et le supply chain consulting, ce qui fait de nous un partenaire complet pour les entreprises souhaitant étendre leurs activités à l’international. Notre réseau mondial, notamment en Asie, en Europe et au Moyen-Orient, facilite la gestion de vos projets, quelle que soit leur complexité.
Avec DocShipper Qatar, bénéficiez d’une solution logistique intégrée et sur mesure, alliant expertise locale et dimension internationale. Notre mission est de simplifier le commerce transfrontalier grâce à des services de qualité, de l’approvisionnement à la livraison finale, en passant par la gestion du transport, la conformité réglementaire et l’optimisation de la chaîne d’approvisionnement. Faites confiance à DocShipper Qatar pour vos besoins en transport, freight solutions et international shipping company, et bénéficiez d’un partenaire engagé à vos côtés pour assurer le succès de vos activités au Qatar et à l’étranger.",Doha,"Logistique, transport de marchandises, chaîne d'approvisionnement, import/export, commerce international",No funding announced yet,2019,https://qatar.docshipper.com/fr/,,FR,
TokScraper,https://www.eu-startups.com/directory/tokscraper/,France,TokScraper let's you scrape email addresses from your target market on TikTok,"TokScraper lets you extract thousands of verified email addresses directly from your target audience on TikTok. Whether you’re focused on creators, influencers, niche buyers, or Gen Z leads — TokScraper makes it easy to turn TikTok profiles into clean, actionable email lists for cold outreach, retargeting, or lead generation.",Paris,"SaaS, Startup, Marketing, B2B",Between €1-€100K,2025,https://tokscraper.io,Active,FR,
Smartshort,https://www.eu-startups.com/directory/smartshort/,France,Text to video,"SmartShort is an all-in-one AI tool that instantly transforms your ideas, text, or audio into high-performing short videos for TikTok, Reels, Shorts, and more.
Key Features
- AI-Powered Video Creation: Generate short videos from text, audio, or a simple idea using AI-driven automation.
- Dynamic Captions & Emojis: Automatically include stylized captions, transitions, and emojis to boost viewer retention.
- Social Media Optimization: Videos are tailored to fit vertical formats and platform-specific best practices.
- Faceless Content: Ideal for creators who prefer not to show their face, no filming required.
Benefits
- Save time on content creation: Automatically generate videos from text or audio in minutes, eliminating the need for manual editing.
- No video editing skills required: The intuitive interface and AI automation make it easy for anyone to create professional-looking videos.
- Create faceless content: Perfect for creators who want to stay anonymous, no need to appear on camera or record yourself.
- Boost engagement on social media: Add captions, emojis, and transitions that align with trending formats to maximize viewer retention.
Use Case
- Make money online: Turn trending topics or affiliate scripts into viral videos that drive clicks and sales—no camera or editing needed.
- Entrepreneurs: Promote your digital products or services with daily short videos generated automatically from your ideas or blog content.
- Marketers: Repurpose existing content into attention-grabbing Shorts that boost engagement and traffic across multiple platforms.",Paris,"Video, Content, Marketing, Video Generator",No funding announced yet,2024,https://smartshort.co,Active,FR,
Maisons ElÃ©gance,https://www.eu-startups.com/directory/maisons-elegance/,France,"Maison Élégance est un blog dédié à l’inspiration pour l’intérieur de la maison. Il couvre des thèmes variés : rénovation, aménagement, optimisation des espaces, décoration et tutoriels DIY.","Maison Élégance est un site web inspirant qui s’adresse à toutes celles et ceux qui souhaitent transformer leur intérieur avec goût, fonctionnalité et raffinement. Spécialisé dans la décoration, la rénovation et l’optimisation de l’espace, ce blog propose une mine de conseils pratiques pour améliorer chaque pièce de la maison. Les différentes rubriques couvrent des thématiques variées telles que l’aménagement, les travaux de rénovation, les astuces gain de place, ainsi que des tutoriels DIY accessibles, même aux débutants.
Chaque article est soigneusement rédigé pour offrir à la fois de l’inspiration et des solutions concrètes, avec un ton à la fois élégant et convivial. Le site se distingue par une approche esthétique assumée, mettant en avant l’harmonie des matières, l’équilibre des couleurs et le sens du détail. Que vous soyez à la recherche d’idées pour rénover votre salon, aménager une petite cuisine ou relooker une chambre, Maison Élégance vous accompagne à travers des contenus clairs, structurés et illustrés.
La navigation intuitive permet de trouver rapidement des idées pertinentes selon vos besoins. En somme, Maison Élégance est bien plus qu’un simple blog déco : c’est une ressource complète pour sublimer son intérieur avec style, efficacité et personnalité.",Paris,"maison, travaux, décoration, inspiration",No funding announced yet,2015,https://maisons-elegance.fr/,Active,FR,
Quivr,https://www.eu-startups.com/directory/quivr/,France,AI-powered support inside Zendesk,"Quivr is an native AI application within Zendesk that ingests past & solved tickets and data from internal tools to smartly suggests, and even automatically sends high-quality responses. It boosts CS team efficiency by up to 60%, ensures brand-consistent replies and short reply time, and supports full GDPR/SOC2 compliance for customer data protection.","Paris, France","Mid-market to enterprise B2B companies using Zendesk for customer support, especially those aiming to automate tier 1 tickets, while maintaining and even boosting high CSAT scores.",No funding announced yet,2024,https://www.quivr.com/,,FR,https://www.linkedin.com/company/getquivr/
Voxygen (AI TTS expressive voices),https://www.eu-startups.com/directory/voxygen-ai-tts-expressive-voices/,France,"French Software Editor of AI TTS (Text to speech), 11 languages, +100 Voices.","Voice is the most powerful and authentic tool for communicating.
Voxygen is taking up the challenge of giving voice to machines so that they can interact with us simply and naturally.
Voxygen is a Software Editor of AI (N)TTS (Neural) (Text to speech), 11 languages, +100 Voices, low latency, more than 1 billion interactions per year.
Cutting-edge AI synthesis expressive voices (TTS), Speech to text (STT), Voice cloning. on-premises, Cloud and embedded. Bespoke Voice creation; Our clients : Banks, Insurances, Telcom, Travel, Editing, CRM, IVR, voicebot, callbot. Orange labs spin-off since 2011.",Lannion,"conversational, speech, CRM, voicebot",Between €100K-€500K,2011,https://www.voxygen.fr/en/home,Active,FR,https://www.linkedin.com/company/voxygen-sas/
Chunk,https://www.eu-startups.com/directory/chunk/,France,"Chunk is your time-blocking command center. Plan tasks with precision, get fullscreen alerts, and stay in flow all day. Built for focus, with calendar integration that fits your workflow.","Chunk is built for people who need structure without friction. Whether you're a professional, student, freelancer, or someone with ADHD, it’s designed to help you stay on track.
With Chunk, you can:
✅ Block out your day with ease
✅ Get fullscreen task reminders
✅ Sync with Apple, Google, and Outlook calendars
✅ Build reusable routines and templates
✅ Add quick tasks with one click
✅ And shift your whole day forward/back when plans change",Paris,"macos, productivity, time-blocking",No funding announced yet,2025,https://www.chunkapp.net,Active,FR,https://www.linkedin.com/in/dudleyspence
GATE C,https://www.eu-startups.com/directory/gate-c/,France,GATE C is a circular economy consulting firm.,"We help businesses to map the benefits and capture the value of the circular economy. Since 2012, our consultants have conducted more than 300 circular economy consulting assignments. We are part of the Ellen MacArthur Foundation community.
In 2025, GATE C has been recognized by ClimateSort as one of the world’s Top 12 Circular Economy Consulting Companies.",Paris,circular economy consulting,No funding announced yet,2012,https://gatecconsulting.com,Active,FR,https://www.linkedin.com/company/gatecconsulting
Dropmagic,https://www.eu-startups.com/directory/dropmagic/,France,"Turn any product from Aliexpress, Shopify or Amazon into a complete high-converting Shopify store in 2 minutes. No design, no code skills required. Start now!","Dropmagic is an AI-powered storefront builder designed for dropshippers who want to launch high-converting stores in minutes.
Simply paste a product link from AliExpress (or any supplier), and Dropmagic automatically generates a full Shopify-compatible store with optimized branding, copy, images, reviews, and design.
Key Features:
1-Click Product Import – Paste any product URL to instantly generate a storefront.
AI-Generated Copy & Design – From product descriptions to marketing angles, everything is written to sell.
50+ Conversion-Oriented Sections – Choose from a wide range of proven templates to customize your store.
Review Scraper – Automatically pulls and formats reviews to build trust and social proof.
Magic Import Shortcut – Add ""dropmagic.ai/[URL]"" to any supplier link to trigger the full automation flow.
Benefits:
Save Hours of Work – No need to write, design, or format pages manually.
Test More Products Faster – Build and launch new stores in 3 minutes instead of days.
Optimized for Conversions – Every section and detail is designed to boost sales.
Seamlessly Integrated with Shopify – Start selling right away without any tech headaches.
Whether you're a beginner or a seasoned dropshipper, Dropmagic gives you everything you need to move fast, test smart, and scale with confidence.",Paris,"Dropshipping Tools, E-commerce Builders, AI Store Creators",No funding announced yet,2025,https://dropmagic.ai,Active,FR,
Colorazen,https://www.eu-startups.com/directory/colorazen/,France,"Colorazen is a digital platform offering free, printable coloring pages for adults. Designed to promote relaxation, creativity, and mindfulness, the site features a curated collection of high-quality illustrations. Users can explore various themes — from nature and animals to mandalas and abstract art — and download their favorites to color at home. Colorazen targets adults looking for a peaceful, screen-free activity, including art therapy users, hobbyists, and wellness seekers. The business plans to introduce premium content, memberships, and a creative community to support its growth.","Colorazen is a wellness-focused digital platform that offers a wide range of free, high-quality coloring pages specifically designed for adults. Our mission is to help people slow down, reduce stress, and reconnect with their creativity through the simple, calming act of coloring. Unlike children’s coloring sites, Colorazen focuses on intricate and meaningful designs that appeal to grown-up users looking for mindfulness, relaxation, or a creative outlet.
Users can easily browse themed collections — from nature and mandalas to inspirational quotes and abstract art — and download their chosen designs to print at home. Our audience includes wellness seekers, busy professionals in need of a mental break, art therapy practitioners, and creative hobbyists.
Currently free to use, Colorazen’s long-term vision includes offering a premium membership with exclusive designs, curated content, and access to a community where users can share their creations and inspire one another. We believe in the power of simple tools to create powerful moments of calm and joy.",Lille,"art, drawing, adhd",No funding announced yet,2024,https://colorazen.com/,Active,FR,
Kosmik,https://www.eu-startups.com/directory/kosmik/,France,AI moodboarding platform,"Kosmik is a visual research app that transforms your research workflow. From mood boarding to strategic thinking, Kosmik does not just store your images, notes and videos. Instead, Kosmik proactively finds what you need next.
Key Features
- Auto-tagging: import images or clip assets from the web and let Kosmik organise and tag them to build your assets library automatically.
- AI search: Select any items and let Kosmik browse the web for you to find related images, links, or even videos.
Benefits
- Build mood boards in seconds: Input a few key words and let Kosmik go online to kickstart your research process.
- Never worry about organising references again: Kosmik categorizes and tags everything you save automatically. It recognizes objects, subjects, and even colors. No need to remember filenames or folders, just describe what you’re looking for, and Kosmik will find it across your canvas.",Paris,"Design, Productivity, Creative, Visual",No funding announced yet,2024,https://www.kosmik.app,Active,FR,
Magical Events,https://www.eu-startups.com/directory/magical-events/,France,"Discover Magical Events, the platform dedicated to magic and shows, where you can easily find a magician for all your events. Transform your special moments into unforgettable experiences thanks to talented and passionate artists.","Magical Events is an agency specialized in organizing magical events across France. It offers immersive magic shows, interactive animations, and enchanted experiences for young and old alike. Whether it's for a birthday, a wedding, a corporate event, or a festival, Magical Events transforms every occasion into an unforgettable moment thanks to a team of professional magicians and emotion creators.",Aulnay-sous-Bois,"events, wedding",Between €1-€100K,2004,https://magicalevents.fr/,Active,FR,
Wave Instagram Outreach,https://www.eu-startups.com/directory/wave-instagram-outreach/,France,"Automate Instagram outreach to find leads, send DMs, and get clients","Wave is the all-in-one platform for automating Instagram outreach and generating leads on autopilot. Capture followers, likers, commenters, or even competitors’ audiences to build the perfect prospect list, then launch personalized DM campaigns with smart follow-ups — all from the cloud.
There’s no manual work or Chrome extension needed. Whether you’re managing one or multiple accounts, Wave helps you scale safely and efficiently. You get pre-built templates, audience targeting, and full control over your outreach.
The product is always improving, and Antoine, the founder, is just a WhatsApp message away for feedback or support. Start with a 7-day free trial and see how Wave can turn Instagram into your best lead source.",Paris,"Marketing, Automate Instagram Outreach, Instagram DM Automation, Instagram Lead Generation",No funding announced yet,2025,https://www.usewave.co,Active,FR,
Emelia.io,https://www.eu-startups.com/directory/emeliaio/,France,A B2B All-in-one multichannel outreach tool to scale email and LinkedIn campaigns,"Emelia.io is an all-in-one prospecting platform that merges LinkedIn and email outreach in a unified interface. It features a LinkedIn Sales Navigator scraper, email finder, and phone number finder—enabling teams to scale outreach without inflating costs.
With native integrations for Hubspot and Pipedrive, and seamless compatibility with Make, Zapier, and n8n, Emelia fits effortlessly into any workflow. Its powerful API ensures deep customization and automation potential.
AI-driven features allow you to write highly personalized messages for each campaign and automate replies using a model trained on your own tone and style.
Built in France, Emelia is designed for fast, efficient, and scalable lead generation.",Paris,SaaS,No funding announced yet,2025,https://emelia.io/,,FR,
Veille.io,https://www.eu-startups.com/directory/veilleio/,France,Outsmart AI-driven fraud and cyber attacks,Protect your accounts with intelligent verification. Move beyond traditional captchas with our API that prevents automated attacks.,Toulouse,"Anti Bot, Fingerprinting, Disposable email",No funding announced yet,2025,https://www.veille.io/,Active,FR,https://www.linkedin.com/company/veilleio/
