name,link,description,investorType,hQLocation,website,investmentAreas,typicalInvestment,fundingStage,linkedin,contactEmail,country
Romande Energie Cooperate Venture Capital,https://www.eu-startups.com/investor/romande-energie-cooperate-venture-capital/,"As a leading energy company and the largest utility in French-speaking Switzerland, the Romande Energie Group offers a wide range of sustainable solutions such as energy production and distribution, energy services, energy efficiency and electric mobility. Through our own 100% renewable production, or innovative services and our Corporate Social Responsibility policy, the Group intends to develop, together with our customers, investors and employees, a better living environment. Romande Energie is also committed to offering high-quality services and guaranteeing a reliable supply of electricity, in line with its customer's expectations, to support them in the energy transition",VC Firm,Switzerland,https://www.romande-energie.ch/,"energy services,Venture Capital,Investment Management",€100k-€1.5M,Pre-Seed / Seed,http://www.linkedin.com/company/romande-energie,[email protected],CH
Delwik Group,https://www.eu-startups.com/investor/delwik-group/,"Our corporate headquarters in Zurich offers an efficient and productive environment for us to serve our clients. Delwik Group's venture advisory and venture investing business will remain our core focus for the benefit of our current partners, future partners, private investors, family offices and institutional clients with a passion for higher returns and an innovative approach to investing with African and International founders. In our business, everything we do is inspired by our passion to make sure we bridge the gap between international capital providers and local companies.",VC Firm,Switzerland,http://www.delwikgroup.com/,"Fast-Moving Consumer Goods, Information Technology, Lifestyle, Media and Entertainment, Sports",0-€100k,Pre-Seed / Seed,https://www.linkedin.com/company/delwik-group,[email protected],CH
Alpvent,https://www.eu-startups.com/investor/alpvent/,"AlpVent AG is an investment company that invests in highly promising startups. As an investor we have a good knowledge of the CE region and the operation of innovative companies in it, with a focus on Austria and Slovenia. As the result of many years of entrepreneurial and managerial experience, we know what entrepreneurs in innovative companies need. With the method of our special investment approach, entrepreneurs acquire an investor who knows the startup environment of the region in which he operates, has the knowledge of acting on foreign markets, and especially the experience with already made investments in similar companies. Many startup founders are extraordinary in developing products and services, but have fewer experience in sales and marketing implementation activities. For this purpose, AlpVent has developed a unique approach to cooperating with its investments in order to create a positive partnership, where the overall goal of all multiplicative revenue growth and EBITDA, and the establishment of a lean and stable organisation in the company. The ultimate goal is to help founders to become their global leader in their niche-focused field within three to five years. All this is to the owners of the promise of a good exit.",VC Firm,Switzerland,https://www.alpvent.com,"Venture Capital,Startups,Private Equity,Investment Management",€1.5M-€3M,Series A/B,https://www.linkedin.com/company/alpvent,[email protected],CH
XR Invest,https://www.eu-startups.com/investor/xr-invest/,XR Invest (formerly AO Invest) focuses on healthcare start-ups.XR Invest (formerly AO Invest) focuses on the intersection of healthcare technologies.,VC Firm,Switzerland,https://xr-invest.com,"startup,medtech,investment firm,Financial Contracts",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond",,[email protected],CH
Fongit Seed Invest,https://www.eu-startups.com/investor/fongit-seed-invest/,"Fongit Seed Invest (FSI) is the leading Seed Money Fund of Switzerland for young technology companies. It provides smart seed capital and it actively assists entrepreneurs to foster, expand and strengthen their venture by leveraging its strong network of partners and experts. FSI focuses in ventures having disruptive, proprietary and patented (or patentable) enabling technologies and solely invests in fully committed teams capable of delivering rapidly unique and innovative products and technology based solutions. FSI acts either as a lead investor or co-investor and its linkages with venture capitalists, business angels, and institutional funds makes it often instrumental in raising additional capital in successive investment rounds.",VC Firm,Switzerland,http://fongitseedinvest.ch/,"Seed Invest,lead-investor,startup",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",,[email protected],CH
Key Family Partners,https://www.eu-startups.com/investor/key-family-partners/,"KFP was created to serve our families in protecting their assets and integrating their financial needs. We strive to give our members exceptional service, focusing on their unique and personal requirements whilst providing all the benefits of operating in a sophisticated, private investment club.",VC Firm,Switzerland,https://www.keyfamilypartners.com,"Venture Capital,investment management,Consulting & Professional Services",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/key-family-partners,[email protected],CH
DIventures,https://www.eu-startups.com/investor/diventures/,"DIventures is a venture capital firm focused on accelerating FinTech and RegTech innovations and trends. DIventures' proven investment strategy spans all stages of a company's growth, from seeding innovations to funding early-stage companies to fueling the growth of market leaders. Any stage of growth is the right stage to partner with DIventures. FOR START-UPS We can add value and offer expert guidance throughout your company's lifecycle - whether your big idea is at its inception or has already progressed to be a viable reality. FOR INVESTORS DIventures gives you direct access to interesting startups. We select and propose companies vetted for deal flow including important information pertinent to your due diligence. Save valuable time in the selections for your portfolio!",VC Firm,Switzerland,http://www.diventures.ch/de/home/,"FinTech,RegTech,startups,Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/diventures-management-gmbh,[email protected],CH
HBM Healthcare Investments,https://www.eu-startups.com/investor/hbm-healthcare-investments/,"The healthcare sector is worldwide among the most important and fast growing industries. Key growth drivers are demographic trends (population growth and ageing), medical progress and the resulting innovations, rising prosperity (especially in emerging markets) and improved access to medical products and services. In addition, there is a great need for new therapies for a steadily increasing number of diseases. Innovation in products, services and business models remains strong.",VC Firm,Switzerland,http://www.hbmhealthcare.com,"Biotechnology, Finance, Financial Services, Health Care, Medical, Venture Capital",Above €3M,"Series A/B, Series C & Beyond",http://www.linkedin.com/company/hbm-investments,[email protected],CH
exelixis capital,https://www.eu-startups.com/investor/exelixis-capital/,"At exelixis capital AG, we champion an investment strategy that intertwines longevity, circular economy, and exponential technologies to sculpt a future where innovation thrives and sustainability is paramount. Through strategic investments in cutting-edge healthcare, renewable resources, and groundbreaking technologies like AI and blockchain, we aim to enhance life quality, redefine economic paradigms, and drive global progress. Discover how we’re pioneering change and join us in our journey towards a truly sustainable future.",VC Firm,Switzerland,https://exelixis.ch/,"Venture Capital,Private Equity,Investment,",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/exelixis-capital,[email protected],CH
Eclosion SA,https://www.eu-startups.com/investor/eclosion-sa/,Eclosion assists entrepreneurs with the necessary resources to bridge the gap between their laboratories and the stage where the start-up,VC Firm,Switzerland,http://www.eclosion.com,"Venture Capital,Health Care,Investment",€100k-€1.5M,Pre-Seed / Seed,,[email protected],CH
Aare Ventures,https://www.eu-startups.com/investor/aare-ventures/,Aare Ventures ist der Business Angel Verein für die Berner Investoren und Startups! An unseren Veranstaltungen bringen wir Investoren und Startups zusammen und tragen dazu bei die Berner Startup Szene auf das nächste Level zu bringen.,VC Firm,Switzerland,https://www.aare-ventures.ch/,"Angel Investment, Funding Platform",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/aare-ventures/,[email protected],CH
Caliza Holding,https://www.eu-startups.com/investor/caliza-holding/,"Caliza is an industrial holding company promoting entrepreneurship, with a track record of value creation, and with fast and efficient decision-making processes. We strive for long-term value creation rather than short-term profits.",VC Firm,Switzerland,https://www.caliza.ch/en,"Venture Capital,Investment,Private Equity,Industrials & Manufacturing",Above €3M,"Series A/B, Series C & Beyond",https://www.linkedin.com/company/calizaholdingag/,[email protected],CH
Investment Solutions AG,https://www.eu-startups.com/investor/investment-solutions-ag/,"Solution Ventures is a venture fund in the blockchain industry. We will do everything to maximize the success of our portfolio companies. The firm is led by general partners who are the founders of successful companies and have knowledge in the field of information technology, blockchain and financial services",VC Firm,Switzerland,https://solution.ventures/,"crypto,influence marketing,investment solutions,Venture Capital",€100k-€1.5M,Pre-Seed / Seed,,[email protected],CH
Mission Possible,https://www.eu-startups.com/investor/mission-possible/,MissionPossible.VC is an early-stage VC fund that invests in Swiss-based startups aiming at high returns and impact. Our team of experienced investors and entrepreneurs is dedicated to discovering and supporting the next generation of game-changing companies. Join us as we drive innovation and growth in the startup ecosystem.,VC Firm,Switzerland,https://missionpossible.vc,"Private Equity,Venture Capital,startup ecosystem",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/missionpossible-vc,[email protected],CH
Anchor Group,https://www.eu-startups.com/investor/anchor-group/,Anchor Group - Anchor International Investments (Switzerland) -Finma registered distribution company for qualified investors in Switzerland. Third party marketing for foreign funds. -Anchor Markets (Switzerland) & Anchor Markets PLC (U.K) - Investment Banking advisory and Private Equity / Debt investing / Placement.,VC Firm,Switzerland,https://www.aii-group.com/,"Financial Services, fintech",Above €3M,Series A/B,https://www.linkedin.com/company/anchor-international-investments/,[email protected],CH
Bulb Capital,https://www.eu-startups.com/investor/bulb-capital/,"We are entrepreneurs investing our own money in our deals and invite investors to join us. Our focus are technology venture capital investments, mostly in the USA, the United Kingdom and Latin America as well as real estate development projects in Switzerland. We have a strong track record with 6 Venture Capital Club Deal exits since 2010 and 3 succesful Real Estate Venture Club Deals since 2015 and a strong pipeline in both fields.",VC Firm,Switzerland,http://bulbcapital.com,"Digital Media, E-Commerce, Information Technology, Internet, Mobile",Above €3M,"Series A/B, Series C & Beyond",https://www.linkedin.com/company/bulb-capital,[email protected],CH
Transaction Partner,https://www.eu-startups.com/investor/transaction-partner-2/,"Mit Transaction Partner die Unternehmensnachfolge optimal lösen und Firmen erfolgreich ver-kaufen. Transaction Partner AG ist Ihr Spezialist für M&A-Transaktionen. Als interdisziplinäres und unabhängiges Team beraten wir unsere Kundschaft in den Bereichen Unternehmensverkauf, Nachfolgeregelung, Unternehmensbewertung und Wachstumsfinanzierung. Mit der Erfahrung aus über 250 erfolgreich abgeschlossenen Unternehmenstransaktionen liefern wir Ihnen erprobte Verkaufsstrategien. Abgestimmt auf Ihre individuellen Bedürfnisse erzielen Sie mit Transaction Partner passende Lösungen und einen hohen Verkaufspreis. Unsere Haltung: • Transaktionssicherheit bei vollständiger Diskretion und Vertraulichkeit, • persönliche Betreuung durch die Geschäftsleitung, • systematische Interessenten-Ansprache über unser internationales Käufernetzwerk. Wir sind Ihre unabhängigen Partner bei anspruchsvollen Transaktionsprojekten. Sie zahlen unser Honorar erst bei erfolgreicher Übernahme oder dem Verkauf Ihres Unternehmens.",VC Firm,Switzerland,https://transactionpartner.ch/,"Funding Platform, Management Consulting, Venture Capital",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/transaction-partner-ag/,[email protected],CH
Capital Risque Fribourg,https://www.eu-startups.com/investor/capital-risque-fribourg/,"Capital Risque Fribourg a pour mission de financer des entreprises innovantes, créatrices d'emplois dans le canton de Fribourg et développant des produits avec un grand potentiel de croissance. Le capital-actions de la société est détenu par le canton de Fribourg, la Banque cantonale de Fribourg, Groupe E et la Caisse de prévoyance du personnel de l'Etat de Fribourg. CRF intervient principalement durant la phase de démarrage des sociétés, lorsque la faisabilité du projet est démontrée et que les premières ventes ont été réalisées. Le financement, sous forme de participation au capital ou de prêts convertibles, vise les start-ups fribourgeoises, innovant soit par leur contenu technologique, soit par leur modèle d'affaires.",VC Firm,Switzerland,http://www.capitalrisque-fr.ch/,"Investment Management,Venture Capital,Startup Funding",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/capital-risque-fribourg/,[email protected],CH
Swiss Entrepreneurs Foundation,https://www.eu-startups.com/investor/swiss-entrepreneurs-foundation/,The Swiss Entrepreneurs Foundation (SwissEF) is achieving the promotion of Startups and of the entrepreneurship in Switzerland. Furthermore it is achieving the promotion of the innovation-ecosystem in Switzerland with the improving of frameworks for the commercialization of innovative technologies.,VC Firm,Switzerland,https://swissef.ch/,"startup ecosystem,startup,venture capital",€1.5M-€3M,"Series A/B, Series C & Beyond",https://www.linkedin.com/company/swissef/,[email protected],CH
HS LifeSciences,https://www.eu-startups.com/investor/hs-lifesciences/,HS LifeSciences was established in 2008 by seasoned biotech entrepreneurs with many years of experience in managing biotech companies. The lessons learned over the years have been distilled into a new business model centered on the foundation and growth of new life sciences companies without the need for conventional multiple rounds of equity-based financing.,VC Firm,Switzerland,http://www.hs-lifesciences.com,"venture capital, LifeSciences, Scientific & Academic Research,biotech",Above €3M,Series A/B,https://www.linkedin.com/company/hs-lifescience,[email protected],CH
Swiss Investment Fund for Emerging Markets (SIFEM),https://www.eu-startups.com/investor/swiss-investment-fund-for-emerging-markets-sifem/,"SIFEM is the Swiss Development Finance Institution (DFI). It is owned by the Swiss Government and an integral part of Switzerland's International Cooperation Strategy. SIFEM provides long-term financing through financial intermediaries to SMEs and other fast-growing companies in developing countries. It aims to reduce poverty and foster sustainable, inclusive and resilient economies by creating and securing more and better jobs, growing opportunities for the underserved and supporting projects towards a Just Transition. SIFEM aligns its investments with international environmental goals to address the global climate crisis and support emerging markets in achieving low-carbon economic growth. With its investments it contributes to closing financing gaps and mobilising additional private capital for the growth of local companies in developing countries. By the end of 2022, SIFEM's investment portfolio amounts to USD 451m, thereby financing directly and indirectly 612 companies in 80 countries. Since its inception, SIFEM made commitments of almost USD 1.3 billion.",VC Firm,Switzerland,http://www.sifem.ch/,"venture capita,Scientific & Academic Research,Financial Investment,Financial Investment",€1.5M-€3M,Series A/B,https://www.linkedin.com/company/sifem,[email protected],CH
Seed4Equity,https://www.eu-startups.com/investor/seed4equity/,"Seed4Equity Investment fund in seed, early growth companies. targets all industries. Switzerland.",VC Firm,Switzerland,http://www.seed4equity.com/,"investing,venture capital,Financial Investment",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",,[email protected],CH
