name,link,description,investorType,hQLocation,website,investmentAreas,typicalInvestment,fundingStage,linkedin,contactEmail,country
Valia Ventures,https://www.eu-startups.com/investor/valia-ventures/,"Big ideas don’t scare us — to the contrary, we’re energized by investing early in founders with huge visions. That’s why we start investing at Pre-Seed, Seed, and Series A — and continue to support companies as their ideas shift and grow. Tomorrow’s most iconic companies will defy categorization and create sectors of their own — that’s why we stay open-minded in our approach and are getting behind founding teams building at the edge of more than one category. We’re investing in our portfolio companies across their lifecycle. Our three sequential funds are designed to make Valia a long-term partner to founders as their funding needs expand.",VC Firm,United Kingdom,https://www.valia.vc/,"Healthcare, Robotics, Fintech, Insurance, AI",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/valiaventures/,[email protected],GB
UP VC,https://www.eu-startups.com/investor/up-vc/,"Early-stage Fintech, DeepTech, and x-Tech investment across the UK, Europe, MNA, and APAC regions. We’re a UK based fund with a genuine curiosity for new challenges that have potential to expand to other continents, having backed founders from diverse backgrounds. Good ideas know no borders. And neither do our investments.",VC Firm,United Kingdom,https://www.theupvc.com/,"Fintech, Data, AI, ESGtech, Healthtech, Medtech",€1.5M-€3M,Pre-Seed / Seed,https://www.linkedin.com/company/theupvc/about/,[email protected],GB
Martlet Capital,https://www.eu-startups.com/investor/martlet-capital/,"Martlet Capital provides early stage patient capital and support. We look to help founders and ventures grow by providing added value beyond money. This may include helping companies build teams and boards, advising on strategy, connections to technical experts, customers and investors, as well as being part of the community of our portfolio companies. We always co-invest alongside others, such as angels, seed funds and VC’s. We usually invest upwards of £250k in a first round and have the capacity to follow on in subsequent investment rounds.",VC Firm,United Kingdom,https://martletcap.com/,"artificial intelligence and machine learning, digital health and personalised medicine, engineering, internet of things, new materials, quantum technologies, semiconductors, sensing, space technology, sustainable technologies, and wireless communications",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/martlet/,[email protected],GB
KHP Ventures,https://www.eu-startups.com/investor/khp-ventures/,The first NHS-founded and backed venture fund for digital health and MedTech. Accelerating the future of healthcare in the UK and beyond.,Corporate VC,United Kingdom,https://khpventures.com/,"Healthtech, Medtech, Digital Health, Life Sciences, Diagnostics",€1.5M-€3M,Pre-Seed / Seed,https://www.linkedin.com/company/khp-ventures/,[email protected],GB
Mercuri VC,https://www.eu-startups.com/investor/mercuri-vc/,"Mercuri is the UK media and entertainment technology venture capital fund. It supports exceptional founders building technology enabled products for the new age of enterprise and the digital lifestyle of consumers in the UK. Mercuri lead funding rounds for start-ups that are impacting the rapidly evolving ecosystem at the intersection of technology, media and entertainment. Mercuri’s second fund, but first multi-LP fund, will focus investment into four specific areas - the creation, distribution, consumption, and monetisation of content and data. Investment targets B2B startups set to enhance the way in which we communicate and engage in a professional and personal context. The fund aims to make six new investments a year. Mercuri is a certified B Corp and the co-founder of VentureESG, and invests in portfolio companies that share its values through a commitment to robust data policies and safe, transparent AI.",VC Firm,United Kingdom,https://www.mercuri.vc/,"gaming, music, e-sports, design, privacy, education, social, creator economy and communities.",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/mercuri-vc/,[email protected],GB
Volution Ventures,https://www.eu-startups.com/investor/volution-ventures/,"At Volution, we are building a dedicated SaaS and FinTech fund. We seek out ambitious teams that have raised Series A and are ready to accelerate their growth to Series B and beyond. Our team of experienced entrepreneurs, business and investment professionals knows what it takes to build a venture backed business. Our portfolio includes some of the UK’s most exciting SaaS and Fintech companies such as Zopa, Cognism, Signal AI, Brightpearl, Habito, DueDil, RotaGeek, Passfort and Dead Happy. We roll up our sleeves for the founders and CEOs that we partner with, so that together we can grow and succeed, responsibly and sustainably.",VC Firm,United Kingdom,https://volution.vc/,"Fintech, SaaS",€1.5M-€3M,Series A/B,https://www.linkedin.com/company/volutionvc/,[email protected],GB
Mouro Capital,https://www.eu-startups.com/investor/mouro-capital-2/,"Mouro Capital is a venture capital firm with $400M assets under managementthat targets early to growth fintech investment opportunities across Europe, North America, and Latin America. The fund brings fintech expertise, a global network and a track-record of successful investments and market recognition from our core investment team to scaling start-ups. Mouro has invested in over 30 companies such as iZettle (acquired by PayPal), Kabbage (acquired by American Express), Creditas, Curve, Ripple, Tradeshift, Trulioo and Upgrade.",VC Firm,United Kingdom,https://www.mourocapital.com/,"Fintech, Insurtech, Real Estate, Retail",€1.5M-€3M,Series A/B,https://www.linkedin.com/company/mouro-capital/,[email protected],GB
The Players Fund,https://www.eu-startups.com/investor/the-players-fund/,"Founded by athletes, for athletes. We invest in the next generation of tech enabled startups at Seed & Series A. We implement an investment strategy that harnesses the privileged access to private deals afforded to elite professional athletes. We then add tangible growth by leveraging our network for early-stage companies. We are generalist Seed and Series A investors, writing initial cheques of £50,000 to £300,000 into high-performing early-stage businesses. We focus predominantly on the UK and Europe, but we remain open to exceptional global opportunities. We are not lead investors – instead, we co-invest alongside world-class VCs, collaborating on opportunities with market leading investors and founders.",VC Firm,United Kingdom,https://www.playersfund.vc/,"Sportstech, Hospitality, Event Industry, Content Creation, Media",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/players-fund/,[email protected],GB
Pact VC,https://www.eu-startups.com/investor/pact-vc/,"Pact is an early stage tech fund backing mission driven founders with global ambition. We have over 40 years’ experience building purpose driven businesses in Asia, Middle East and India, and a strong track record investing in them in the UK and Europe. Pact invests in pre-seed and seed-stage companies under three themes which we call our ABCs - Access, Betterment, and Climate - Access: democratising access to products and services - Betterment: solutions for personal and professional wellbeing - Climate: technology targeting sustainability and climate solutions",VC Firm,United Kingdom,https://www.pactvc.com/,"Climate, Wellbeing, Sustainability",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/pact-vc/,[email protected],GB
Passion Capital,https://www.eu-startups.com/investor/passion-capital/,"Passion Capital is a partnership of entrepreneurs and operators who are applying our experiences to helping founders and early-stage teams build great digital media/technology companies. We are committed to fostering an ecosystem of technology, collaboration and executional excellence in Europe, and we believe that the critical differentiator and key asset of a successful business is the passion and ability of its founders. We take pride in the calibre and success of all of our founders and teams including but nowhere near limited to GoCardless, Tray.io, Mendeley, Digital Shadows, urban, Adzuna, Smarkets, Ravelin, Nested, Tide, Spill, Marshmallow, Butternut Box,, PolyAI, Lendable and Monzo Bank",VC Firm,United Kingdom,https://www.passioncapital.com/,"Fintech, E-Commerce, Software, AI, ML, Healthtech",Above €3M,"Series A/B, Series C & Beyond",https://www.linkedin.com/company/passion-capital/,[email protected],GB
Pink Salt Ventures,https://www.eu-startups.com/investor/pink-salt-ventures/,We're the UK's first VC firm for female founders. EARLY STAGE INVESTORS IN FEMALE-LED TECHNOLOGY COMPANIES. WE PARTNER WITH THE BEST ENTREPRENEURS AND HELP THEM BUILD LASTING COMPANIES.,VC Firm,United Kingdom,https://www.pinksaltventures.com/,"Femtech, Sextech, Wellness, Health",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/pink-salt-ventures/,[email protected],GB
SFC Capital,https://www.eu-startups.com/investor/sfc-capital/,"SFC Capital (formerly Startup Funding Club) is a leading early-stage investment firm providing capital and support to British startups. By combining our Angel Network and Seed Funds, we have created a unique model that allows investors to get exposure to SEIS- and EIS-qualifying businesses, either directly or through a diversified portfolio curated and managed by our expert team. Recognised by PitchBook Data as the UK's most active VC, our team has supported more than 400 startups to date. Notable SFC Capital portfolio companies include Onfido, Cognism, and Transcend Packaging.",VC Firm,United Kingdom,https://sfccapital.com/,"B2B, B2C, Consumer, Fintech, GreenTech, Hardware, Robotics, Healthtech",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/sfccapital/,[email protected],GB
Infinium Partners,https://www.eu-startups.com/investor/infinium-partners/,"Infinium invests in companies at the intersection of the Energy Transition, Efficiency and Mobility. Starting from pre-seed investments from £250k through to Real Asset investments upwards of £25m. We focus on businesses that can deliver strong core unit economics as well as rapid growth.",VC Firm,United Kingdom,https://infiniumpartners.com/,"Impact Investing, Energy Transition, Efficiency and Mobility",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/infiniumpartners/about/,[email protected],GB
Diana NATO Accelerator,https://www.eu-startups.com/investor/diana-nato-accelerator/,"DIANA is the Defence Innovation Accelerator for the North Atlantic, a NATO organisation with a mission to locate and accelerate dual-use innovation across the Alliance. DIANA provides technology developers with the resources, networks and expertise to address critical defence and security challenges, to create a more peaceful and resilient future.",Accelerator,United Kingdom,https://www.diana.nato.int/,"DeepTech, Defence, Dual Use, Surveillence, Energy and Power",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/nato-diana/about/,[email protected],GB
Embryo Ventures,https://www.eu-startups.com/investor/embryo-ventures/,Embryo Ventures is a London-based venture firm that backs visionary founders building transformational companies at the seed stage. We place relationships at the fore and are committed to bringing powerful ideas that purposefully challenge current thinking and practice to life.,VC Firm,United Kingdom,https://www.embryoventures.com/,"Climate, ConTech, Sustainability, Healthcare, Insurance & Mobility",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/embryo-ventures/about/,[email protected],GB
Cell VC,https://www.eu-startups.com/investor/cell-vc/,"We work with innovative partners to invest in, accelerate and incubate the most disruptive startups and pioneering founders. Our team of seasoned venture capitalists and operational partners empower smart capital and founders and put their startups on the path of faster and greater growth.",VC Firm,United Kingdom,https://www.cell.vc/,"Agritech, Food & Beverage, Nanotechnology, Software, Marketplaces",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/3venturess/,[email protected],GB
Unruly Capital,https://www.eu-startups.com/investor/unruly-capital/,"Unruly invests in founders that leverage industrial decentralization to create abundance, resilience and freedom - bringing about a more decarbonized, decentralized and developed world.",VC Firm,United Kingdom,https://unrulycap.com/,"Health, Climate, Computing, Agriculture, Transportation",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/unruly-capital/,[email protected],GB
AlbionVC,https://www.eu-startups.com/investor/albionvc/,"AlbionVC supports visionary founders with long-term capital and scale-up expertise. Founded in 1996, today we are partners to UK early-stage software, healthcare and deeptech companies. AlbionVC manages c. $1 billion of venture funds, currently invested in over 50 companies. AlbionVC is the technology investment arm of Albion Capital Group LLP, which is authorised and regulated by the Financial Conduct Authority.",VC Firm,United Kingdom,https://albion.vc/,"Climate, Health, Sustainability, AI, Data, Deeptech, Life Sciences",Above €3M,Series A/B,https://www.linkedin.com/company/albionvc/,[email protected],GB
Ascension,https://www.eu-startups.com/investor/ascension-2/,"Ascension is an early-stage venture capital firm built and managed by exited operators and entrepreneurs to back the next generation of tech and impact founders. Since 2015, Ascension has invested in 150+ start-ups across its (S)EIS & Institutional Funds – our specialist approach and extensive sector reach allow us to identify and scale pioneering tech enterprises. With over £83m under management and twelve exits, Ascension is the most active VC in London over the past decade (Beauhurst) and is UKBAA's Seed VC of the Year in 2022. Ascension is particularly focused on backing impact businesses leveraging the power of technology to solve some of the world’s biggest problems.",VC Firm,United Kingdom,https://www.ascension.vc/,"Impact, DeepTech, E-Commerce, Fintech, Health, New Work, Sustainability",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/ascensionvc/,[email protected],GB
Simsan Ventures,https://www.eu-startups.com/investor/simsan-ventures/,"We are an early-stage diversity VC fund. We back underrepresented founders and diverse teams developing frontier technologies and solving vital issues We seek misprized opportunities. We favour startups generating market-leading returns with scaled impact and dominating the fastest growing global markets. We specialize in catalysing cross-border innovation between Europe and Asia (South Korea, India) for our portfolio companies. We believe in investing in the technology of the future and a better world for all. We prioritize investments in companies with a Deep Tech approach or Fintech solutions in the early stage, from pre-seed to Series A. We are not only a fund but also an institution fostering next generation of emerging VCs and GPs as well as founders. We are one-of-its-kind in Europe providing true change from the top-down and the bottom-up with the initiation of Simsan Academy. Join us during the exciting time of this revolution in VC we are leading!",VC Firm,United Kingdom,https://simsan.vc/,"Underrepresented Founders, Underinvested sectors, Undervalued Markets",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/simsan-ventures/,[email protected],GB
Sprints,https://www.eu-startups.com/investor/sprints/,"Sprints provides growth capital to category winning, technology enabled companies. We make long-term focused investments in companies that have strong market positions and are managed by excellent teams with a passion to over-deliver to all their stakeholders. We have a long-term partner mindset in everything we do. It influences how we work with our investment partners, our portfolio companies, teams and co-investors. We work closely with our investments to support them in building durable market leading positions.",VC Firm,United Kingdom,https://sprints.com/,"Fintech, Marketplaces, SaaS, HRtech, Beauty & Wellness",Above €3M,"Series A/B, Series C & Beyond",https://www.linkedin.com/company/sprints-capital/,[email protected],GB
Flight Fund,https://www.eu-startups.com/investor/flight-fund/,"We support founders with our unique ecosystem and a clear mission to bring together the next generation of great entrepreneurs. We seek out those who challenge the status quo, who see opportunities where others see barriers. We're committed to empowering the most innovative minds, providing not just funding, but mentorship, guidance, and a network that fuels their growth.",VC Firm,United Kingdom,https://flightfund.com/,"Health & Wellbeing, Biotech, Commerce, Tech, Blockchain, Space",€1.5M-€3M,Series A/B,https://www.linkedin.com/company/flightfund/,[email protected],GB
Notion Capital,https://www.eu-startups.com/investor/notion-capital/,"Notion Capital is a Venture Capital investing firm focused on European SaaS and Cloud, with more than 100 investments to date. We support our exceptional founders on their extraordinary journeys, with life time capital and a value-add platform.",VC Firm,United Kingdom,https://www.notion.vc/,"Cloud Computing, Modern Enterprise, Industry OS, Future Finance",€1.5M-€3M,Series A/B,https://www.linkedin.com/company/notion-capital/,[email protected],GB
Outsized Ventures,https://www.eu-startups.com/investor/outsized-ventures/,"At Outsized Ventures we partner with founders pushing the boundaries of science and technology to solve the world’s greatest challenges. Some call it deep tech, others frontier tech, tough tech, hard tech or high tech - for us, it is simply the future.",VC Firm,United Kingdom,https://www.outsized.vc/,"Biotech, Healthtech, Life Sciences, Pharma, Food and Beverage, Machine Learning, AI",€1.5M-€3M,Pre-Seed / Seed,https://www.linkedin.com/company/outsizedventures/,[email protected],GB
Mustard Seed+ Partners,https://www.eu-startups.com/investor/mustard-seed-partners/,"Mustard Seed + Partners is a thematic investment firm backing exceptional entrepreneurs who build solutions to address the world’s largest environmental and social challenges. Our vision is to build the leading European impact ecosystem, connecting entrepreneurs with investors, investing with our capital and network to build the businesses of the future.",VC Firm,United Kingdom,https://mustardseed.partners/,SDG 1 - 12,€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/mustard-seed-partners/,[email protected],GB
Highland Europe,https://www.eu-startups.com/investor/highland-europe/,"We invest in rapidly growing European internet, mobile and software companies that address large market opportunities and have over €10 million in annualized revenues. Our capital enables management teams to accelerate growth and build a lasting, valuable business.",VC Firm,United Kingdom,https://www.highlandeurope.com/,"SaaS, Software, Machine Learning, Retail, Analytics",Above €3M,"Series A/B, Series C & Beyond",https://www.linkedin.com/company/highland-europe/,[email protected],GB
inHealth Ventures,https://www.eu-startups.com/investor/inhealth-ventures/,"InHealth Ventures (IHV) is a London-based early stage venture capital fund investing in tech-enabled healthcare and life sciences. We back founders working to reengineer healthcare, and use our deep experience, strategic insights and global network to accelerate their journey from Seed to Series A and beyond. IHV’s mission is to contribute to bending the healthcare cost curve, improving patient access and outcomes while enhancing the working lives of clinical and non-clinical staff.",VC Firm,United Kingdom,https://www.inhealth.vc/,"MedTech, Life Sciences, Healthtech",€1.5M-€3M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/inhealth-ventures/,[email protected],GB
Lightrock,https://www.eu-startups.com/investor/lightrock/,"Lightrock is a global investment platform dedicated to building a sustainable future. Headquartered in London, Lightrock manages capital across both public and private markets, a significant portion of which is dedicated to climate innovation.",VC Firm,United Kingdom,https://www.lightrock.com/about,"Smart Mobility, Infrastructure Tech, Fintech, Renewables, Sustainable Food & Agriculture, Healthtech",Above €3M,"Series A/B, Series C & Beyond",https://www.linkedin.com/company/lightrock/about/,[email protected],GB
Localglobe,https://www.eu-startups.com/investor/localglobe/,"We've seeded impactful founders since 1999 at places like Citymapper, Improbable, Lovefilm, Moo, Wise and Zoopla. London's just getting started.",VC Firm,United Kingdom,https://localglobe.vc/,"Fintech, E-Commerce, SaaS, Software, AI, Machine Learning",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/localglobe/,[email protected],GB
Expansion Capital,https://www.eu-startups.com/investor/expansion-capital-2/,"We invest in early stage technology companies. Neil, Rishi and Dan met at Revolut as early employees and launched Expansion Capital in 2020 to deploy capital into early stage companies.",VC Firm,United Kingdom,https://www.expansion-cap.com/,"Fintech, Travel Tech, Software, Sustainability, B2B, marketplaces, AI",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/expansion-cap/,[email protected],GB
FPE Capital,https://www.eu-startups.com/investor/fpe-capital/,"We are investors in the second-stage growth of software, data, and software services companies. We invest in profitable UK/Irish headquartered companies with revenues of £5m to £50m which have the ability to accelerate their growth. Our singular focus on a select group of software companies, many of which have received minimal or no external capital to date, drives our success through focus. By concentrating our efforts and resources, we consistently and successfully identify, fund, scale, and support companies as they navigate the next stage of their journey. This transformative phase, which we call second-stage growth, involves a renewed emphasis on investing in people, products, and processes. We are a highly experienced team that brings together entrepreneurial, operational and private equity experience to help our companies realise their potential. A strong partner, we provide capital, expertise and a wide network of connections together with the experience and energy to drive exceptional growth in large markets across diverse geographies.",VC Firm,United Kingdom,https://www.fpecapital.com/,"Software, Software Services, Data",Above €3M,Series C & Beyond,https://www.linkedin.com/company/fpe-capital-llp/,[email protected],GB
