name,link,description,investorType,hQLocation,website,investmentAreas,typicalInvestment,fundingStage,linkedin,contactEmail,country
Expansion Capital,https://www.eu-startups.com/investor/expansion-capital/,Expansion Capital AIFP plans to participate in Latvian state-owned development finance institution ALTUM organized next generation.,VC Firm,Latvia,http://www.excap.lv/,"real estate techh, welding, construction tech, manufacturing",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/expansion-capital-aifp/,[email protected],LV
ZGI Capital,https://www.eu-startups.com/investor/zgi-capital/,"ZGI Capital is the fund management company ""ZGI fund” to support entrepreneurs lacking start-up capital for their business. ZGI Capital is registered in the Bank of Latvia as an alternative investment fund manager.",VC Firm,Latvia,http://www.zgi.lv/,"metalworking, food industry, woodworking, logistics, IT, engineering, retail, service exports",€1.5M-€3M,Series A/B,https://www.linkedin.com/company/zgi-capital/,[email protected],LV
Baltic Tech Ventures,https://www.eu-startups.com/investor/baltic-tech-ventures/,"Baltic Tech Ventures is the only publicly traded VC fund with an angel group focused on seed and early stage investment in the Baltic region. They also assist portfolio start-ups in business development, sales, legal aspects of securing IP or trademarks, fundraising, promotion of a product and founders, identifying and connecting to suppliers and customers around the world to increase the value of their business.",VC Firm,Latvia,https://www.baltictechventures.com/,"Software, technology, energy, biotech, data security, media and communications",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/baltictechventures/,[email protected],LV
FlyCap,https://www.eu-startups.com/investor/flycap/,FlyCap is a Latvian venture capital fund that provides growth capital for small- and medium-sized enterprises.,VC Firm,Latvia,http://flycap.lv/en,"Healthcare, B2B, IT&Tech, Eyport-oriented manufacturing",€100k-€1.5M,Series A/B,https://www.linkedin.com/company/flycap/,[email protected],LV
RubyLight,https://www.eu-startups.com/investor/rubylight/,RubyLight consists of experienced tech entrepreneurs that founded a new technology investment fund in 2010. Their passion is to help fast growing internet and mobile startups to scale and expand globally.,VC Firm,Latvia,http://www.rubylight.com/,"B3C, crowd sourcing, social media, content sharing, communications",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/rubylight/,[email protected],LV
Commercialization Reactor,https://www.eu-startups.com/investor/commercialization-reactor/,"We create, accelerate and invest in deep-tech startups. Mission of Commercialization Reactor is to bring meaningful startups to the Global market and to provide a feasible opportunity for everyone – scientists, startup founders, investors and industrial corporations. We are an international platform for science commercialization",Accelerator,Latvia,http://www.commercializationreactor.com,"Chemical, Electronics, FinTech, Life Science, Medical Device, Renewable Energy",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/commercialization-reactor,[email protected],LV
iTech Capital,https://www.eu-startups.com/investor/itech-capital/,"Global PE and VC investment manager specialising in the high growth stages of industry-changing, internet-based businesses. Their portfolio companies are present in over 15 countries worldwide, serving more than 50 million clients.",VC Firm,Latvia,https://www.itcap.vc/,"Advertising Platforms, Big Data, Developer Tools, eSports, FinTech, Legal Tech, Mobile, Transaction Processing, Travel",€1.5M-€3M,Series A/B,http://www.linkedin.com/company/itech-capital,[email protected],LV
New Nordic Ventures,https://www.eu-startups.com/investor/new-nordic-ventures/,NNV is a seed stage VC fund. We invest in B2B startups from CEE and CIS region and help them to expand internationally. They also support their portfolio startups to prepare for the next round of investment and lead or co-invest at the next round.,VC Firm,Latvia,https://newnordic.vc/,"Impact Investing, real estate, fintech, B2B SaaS, eCommerce, cloud storage",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/new-nordic-ventures,[email protected],LV
Overkill Ventures,https://www.eu-startups.com/investor/overkill-ventures-2/,"Overkill Ventures invests in pre-seed stage startups and helps them get to product-market fit. They are mainly focusing on the Baltics, Nordics, CEE & CIS.",VC Firm,Latvia,https://www.overkill.vc,"3D Technology, Artificial Intelligence (AI), B2B, B2C, Enterprise Software, Hardware, Information and Communications Technology (ICT), Legal Tech, Robotics, SaaS",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/overkillventures/,[email protected],LV
Overkill Ventures,https://www.eu-startups.com/investor/overkill-ventures/,"Overkill Ventures invests in pre-seed stage startups and helps them get to product-market fit. They are mainly focusing on the Baltics, Nordics, CEE & CIS.",VC Firm,Latvia,https://www.overkill.vc,"3D Technology, Artificial Intelligence (AI), B2B, B2C, Enterprise Software, Hardware, Information and Communications Technology (ICT), Legal Tech, Robotics, SaaS",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/overkillventures/,[email protected],LV
