name,link,description,investorType,hQLocation,website,investmentAreas,typicalInvestment,fundingStage,linkedin,contactEmail,country
Pale Fire Capital,https://www.eu-startups.com/investor/pale-fire-capital/,"Pale Fire Capital is a private equity investment firm focusing on technological innovation across various sectors and industries.We form strong partnerships with business founders and help them build companies on solid foundations. We share and utilize everything we have learned over the 20 years of building successful companies, including the outstanding skills of our internal team. We help overcome obstacles and break the limits that growing companies encounter while expanding to foreign markets.",VC Firm,Czech Republic,https://palefirecapital.com/,"MarTech, SaaS, Food, Software",€1.5M-€3M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/pale-fire-capital/about/,[email protected],CZ
Rockaway Ventures,https://www.eu-startups.com/investor/rockaway-ventures/,"At Rockaway Ventures, we are dedicated to supporting early-stage founders who are driving innovation and disrupting traditional industries. Our focus is on Seed to Series A stage startups, with a core emphasis on the Central and Eastern Europe (CEE) and Central European countries of Germany, Austria, and Switzerland (DACH) but considering opportunities across the world.",VC Firm,Czech Republic,https://rockawayventures.com,"Retail, E-Commerce, Digital Logistics, Fintech, Digital Health, Cybersecurity, CleanTech, EdTech, E-Travel",€1.5M-€3M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/rockaway/mycompany/verification/,[email protected],CZ
Czech Founders VC,https://www.eu-startups.com/investor/czech-founders-vc/,"Founder-centric venture capital firm focused on early stage startups. Lead by founders. Backed by founders.Czech Founders VC is a community-driven venture capital firm investing into exceptional Central European founders with global ambitions. We typically invest as the first external investors, we are backed by 40+ top European founders who use their knowhow and connections to accelerate the global ambitions of the portfolio founders.",VC Firm,Czech Republic,https://czechfounders.vc,"AI, SaaS, E-commerce, Retail, Gaming",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/czech-founders-vc,[email protected],CZ
Tilia Impact Ventures,https://www.eu-startups.com/investor/tilia-impact-ventures/,"Tilia backs CEE founders solving meaningful social and environmental problems at scale. Climate | Tech | Health | Inclusion | Education.Tilia Impact Ventures is the first social impact fund in the Czech Republic, dedicated to supporting purpose-driven founders and companies with scalable business models that have high environmental or social impact potential.",VC Firm,Czech Republic,https://tiliaimpactventures.cz/en/,"Food Processing, Waste Management, Energy, Renewables",€1.5M-€3M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/tilia-impact-ventures/,[email protected],CZ
Purple Ventures,https://www.eu-startups.com/investor/purple-ventures/,"Purple Ventures invests smart, kind money into early-stage purpose-driven technology startups with initial revenue and global ambitions. We are a family-office type of a private venture capital fund. We strive to make the world a better place by partnering with like-minded founders and funds around the globe. How we invest ・Pre-seed & Seed - Investment rounds ・$200k to $500k ticket size. ・Flexible investment horizon. ・Minority equity stake - founders own, drive and manage the startup. ・Happy co-investing with other funds, or investing through them.",VC Firm,Czech Republic,https://www.purple-ventures.com/,"MedTech, FinTech, Logistics, AI",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/purple-ventures/,[email protected],CZ
Tensor Ventures,https://www.eu-startups.com/investor/tensor-ventures/,"Tensor Ventures is a Deep Tech-focused fund investing in AI, IoT, Blockchain, Biotech, Quantum Computing in the CEE+, UK. We’re industry specialists and serial entrepreneurs who know opportunity when we see it. We offer a active investment approach, unique opportunity sourcing, and efficient management,Deep Tech-focused fund investing in AI, IoT and Blockchain in the CEE+",VC Firm,Czech Republic,https://tensor.ventures/,"Healthtech, Artificial Intelligence (AI), Robotics, Medtech",€1.5M-€3M,Pre-Seed / Seed,https://www.linkedin.com/company/tensor-ventures,[email protected],CZ
MITON,https://www.eu-startups.com/investor/miton/,"Company builders operating from Czech Republic and focusing on Central and Eastern Europe. We prefer building consumer facing businesses.We each have our own expertise, but we share common values and a zest for building exceptional projects that help make the world a better place. We hold great respect for anyone with the courage to build something innovative, so don't hesitate to reach out.",VC Firm,Czech Republic,http://www.miton.cz,"Marketplaces, E-Commerce, SaaS, Consumer Goods",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/miton-cz/,[email protected],CZ
ORBIT Capital,https://www.eu-startups.com/investor/orbit-capital/,"ORBIT is a growth capital provider for successful scale-ups.Orbit Growth Equity invests in Europe's emerging stars that have reached the scale-up phase and are aiming for global expansion. We issue initial tickets ranging from €8-15 million and currently support four companies: Booksy, MEWS, Preply, and Rohlik.",VC Firm,Czech Republic,https://www.orbitcapital.com/,"E-Commerce, FinTech, Information Technology, Logistics, Marketplace, SaaS, Software",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond",https://www.linkedin.com/company/orbit-capital/about/,[email protected],CZ
Presto Ventures,https://www.eu-startups.com/investor/presto-ventures/,"Presto Ventures connects frontier technologies, strategic investments, and purpose: to create a safer, more secure future. Ambition and impact. Tech excellence and outstanding commercial application. We empower entrepreneurs driven to solve the most pressing security and industrial challenges. Our hands-on approach is what sets us apart. Presto helps companies scale rapidly and lends a hand where it matters most – in sales, hiring, and next-round fundraising. With an impressive portfolio of more than 60 startups and backed exclusively by private money, Presto serves as a vital link between the flourishing CEE+ tech ecosystem and major Western markets.",VC Firm,Czech Republic,https://www.prestoventures.com/,"SaaS, Fintech, AI, ML, E-Commerce",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/b-vc/,[email protected],CZ
ZAKA VC,https://www.eu-startups.com/investor/zaka-vc/,"ZAKA is here not only to help promising talents with financing, but also to actively support them during their entrepreneurial journey.ZAKA VC is a top family venture house investing in early-stage tech startups globally, with a focus on pre-seed and seed investments in Europe. VC family office focused on pre-seed and seed investments all across Europe. Operating from Prague and Bratislava.",VC Firm,Czech Republic,https://zaka.vc/,"E-Commerce, PropTech, ConTech, EdTech, Fintech, Enterprise Software, HR Tech, Mobility",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/zakastartups/,[email protected],CZ
KAYA,https://www.eu-startups.com/investor/kaya/,"KAYA is an early-stage VC fund with roots in CEE, investing in intrepid founders across Europe since 2010. KAYA VC predominantly invests at the seed stage, but there is a growing focus on pre-seed opportunities. They have co-created seven ventures so far and are always seeking new studio projects. Even if an idea is still in its early stages, it is not too early to engage with them. For Seed+, Series A/A+, and businesses with revenue ranging from 0 to €5 million, they are open to making an initial investment. Recognizing the uniqueness of each situation, their initial investment can range from €100,000 to €3 million. KAYA VC has the capacity to invest over €20 million per company over time, leveraging their flagship fund and LPs. They prioritize potential over ownership percentages, preferring to hold 5% of a future unicorn rather than none.",VC Firm,Czech Republic,https://www.kaya.vc/,"Healthtech, Contech, SaaS, Biotech, AI, Digital Health, Diagnostics",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/kayavc/,[email protected],CZ
Impulse Ventures,https://www.eu-startups.com/investor/impulse-ventures/,"Impulse Ventures is a venture capital investor focused on tech startups in the CEE region.With a focus on Seed and Series A stages, we provide funding, network support, and expertise to help startups thrive.As a team of investors, founders, HR experts, and finance and product specialists, we are ready to work alongside the founders with whom we partner up.",VC Firm,Czech Republic,https://impulseventures.com/,"Healthtech, AI & Machine Learning, Sustainability & CleanTech, Consumer Internet",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/impulse-ventures/,[email protected],CZ
Inven Capital,https://www.eu-startups.com/investor/inven-capital/,"Inven Capital is a venture capital fund investing in climate tech startups across Europe and Israel. It is backed by a major European energy utility ČEZ, a.s. and by the European Investment Bank (EIB), having EUR 500m at its disposal over two fund generations. We seek investments into climate tech growth stage startups and all areas within decarbonization are close to our heart. We target late-stage growth opportunities with business model proven by sales and with significant growth potential. We focus on creating long term value through active support of the companies and their founders and aim to build strong consortia of friendly investors together with us at the board.",VC Firm,Czech Republic,http://www.invencapital.cz/,"CleanTech, Energy, AI, Renewable Energy",Above €3M,"Pre-Seed / Seed, Series A/B, Series C & Beyond",https://www.linkedin.com/company/invencapital-cz/,[email protected],CZ
Rockaway Capital,https://www.eu-startups.com/investor/rockaway-capital/,"Multi-stage venture capital firm that builds, creates and invests in outstanding tech companies in CEE & DACH regions.Rockaway is primarily focused on investments in the areas of e-commerce, e-travel, media, fintech and blockchain with operations in the DACH, CEE and Balkans regions.Rockaway’s team of industry experts plays an active role in the firms within the Rockaway portfolio and often gets involved in their day-to-day management.",VC Firm,Czech Republic,http://www.rockawaycapital.com,"Blockchain, Consumer Electronics, Cryptocurrency, E-Commerce, FinTech, Grocery, Media and Entertainment, Price Comparison, Publishing, Travel",Above €3M,Pre-Seed / Seed,https://www.linkedin.com/company/rockaway,[email protected],CZ
N1,https://www.eu-startups.com/investor/n1/,"N1 is a Prague and Luxembourg based venture capital firm.To grow your business you need an investor, however our investment does not mean only money, we become your partners and stay with you through thick and thin.Our motto is to help local companies go global, find a right investor to go global.",VC Firm,Czech Republic,https://n1.rocks/,"Deeptech, Artificial intelligence, Blockchain, Fintech",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/n1ventures,[email protected],CZ
Lighthouse Ventures,https://www.eu-startups.com/investor/lighthouse-ventures-2/,"Lighthouse Ventures benefits from synergies and co-operation with leading Czech startup incubators, tech-partners, universities and governmental institutions for smart cities projects. It also maintains a network of highly skilled and experienced mentors, in benefit of its portfolio companies.An Early-Stage and Acceleration Venture Capital",VC Firm,Czech Republic,https://lhv.vc,"Healthtech, Fintech, SaaS, Deeptech",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/lighthouse-ventures-prague,[email protected],CZ
J&T Ventures,https://www.eu-startups.com/investor/jt-ventures/,"Prague-based VC Fund, investing up to €2.5M in promising European startups.Our strategy is industry agnostic, but we primarily focus on companies in seed stage with proven product market fit. Our average ticket size is between 0.5m EUR - 2.5m EUR",VC Firm,Czech Republic,http://jtventures.cz/en/,"AI, Machine Learning, Enterprise Software",€1.5M-€3M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/j&t-ventures/,[email protected],CZ
Look AI Ventures,https://www.eu-startups.com/investor/look-ai-ventures/,"Look AI Ventures (LAIV) is the first investment fund in the Czech Republic focusing exclusively on early-stage AI startups,offering new investors high returns and leveraging the AI Startup Incubator's expertise and network.Our team of seasoned managers, entrepreneurs, and technology and AI experts tailors cooperation to the unique needs of every AI startup.",VC Firm,Czech Republic,https://lookai.vc,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/look-ai-ventures,[email protected],CZ
McWin Partners,https://www.eu-startups.com/investor/mcwin-partners/,"McWin is a private investment firm that focuses on Food Tech, Life Science, Clean Tech, Mobility Space Tech, Digitalization, and Fintech.McWin is a private equity ﬁrm founded by Henry McGovern and Steven K. Winegar partnering with exceptional founders and CEOs daring sustainable disruption, principally in the foodservice and food technology sectors.",VC Firm,Czech Republic,https://mcwin.cz/,"Food Service, Food Tech, Life Sciences, FinTech, Mobility, Space Tech, Clean Tech",Above €3M,Series A/B,https://www.linkedin.com/company/mcwinsro,[email protected],CZ
DEPO Ventures,https://www.eu-startups.com/investor/depo-ventures/,"Depo Ventures is an investment group that manages an angel fund, angel network and provides capital advisory services.We manage hands-on DEPO Angel Funds with 25 portfolio companies and the international syndicate of investors, The DEPO Angels. We back rockstar technology founders from the CEE & Baltic regions and facilitate the investment process for business angels.",VC Firm,Czech Republic,https://depoventures.com/,"Blockchain, Crypto, Marketplaces, Deep Tech, EdTech",€100k-€1.5M,Pre-Seed / Seed,https://www.linkedin.com/company/depo-ventures,[email protected],CZ
Soulmates Ventures,https://www.eu-startups.com/investor/soulmates-ventures-2/,"Soulmates Ventures accelerates bold entrepreneurs for a sustainable future, seeking 10 innovative companies in 2024 to fund up to €1,000,000 each for impactful solutions in air, water, energy, mobility, education, healthcare, food & agriculture. We are a green investment fund and innovations accelerator.",Accelerator,Czech Republic,https://www.soulmatesventures.com,"AgTech, CleanTech, EdTech, Energy, GreenTech, Medical, Sustainability, Venture Capital",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/30652906/,[email protected],CZ
Zásilkovna,https://www.eu-startups.com/investor/zasilkovna/,Zásilkovna is a logistics platform that aims to facilitate the shipping of goods from e-shops to customers.Zásilkovna.cz: Leading Czech logistics tech company with global parcel delivery solutions and trend-setting digital platform.,Corporate VC,Czech Republic,https://www.zasilkovna.cz/en,"Freight Service, Logistics, Shipping, Transportation",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond",https://www.linkedin.com/company/z%C3%A1silkovna-s-r-o-/about/,[email protected],CZ
Y Soft Ventures,https://www.eu-startups.com/investor/y-soft-ventures/,"Y Soft Ventures is a VC arm of Y Soft Corporation, investing in people who build innovative B2B hardware & software startups in Central and Eastern Europe. Y Soft Ventures provides invested companies with the necessary capital, resources and expertise to accelerate their path to the global markets. We focus on solutions in the areas of Internet of Things, Cyber Security, Big Data and Augmented & Virtual Reality, with applications in industry, retail, cities and offices.",Corporate VC,Czech Republic,http://www.ysoftventures.com,"B2B tech, Internet of Things, Cyber Security, Big Data, Augmented",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/company/y-soft/,[email protected],CZ
Braiins,https://www.eu-startups.com/investor/braiins/,"Braiins offers software solutions for pooled mining and autotuning mining firmware. Braiins is a leading Bitcoin mining company that pioneers the industry with innovative software solutions like Slush Pool, Braiins OS+, and Stratum V2. They provide tools and services for miners, offering pool, farm proxy, firmware and data insights. Bitcoin mining ecosystem. Mine more bitcoin with Braiins mining tools: mining pool, management system, custom firmware, hardware, education & more.",Corporate VC,Czech Republic,https://braiins.com,"IT, Blockchain, Software, Bitcoin, Embedded, Cryptocurrency",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond",https://www.linkedin.com/company/braiins,[email protected],CZ
Soulmates Ventures,https://www.eu-startups.com/investor/soulmates-ventures/,"Environmental problems are growing much faster than solutions and only bold, future-oriented, world-changing, and even crazy sounding innovations have the power to reverse the unfortunate future of our society or our place on this planet. Our mission is to save our future on this planet by accelerating bold green innovations.",Corporate VC,Czech Republic,https://www.soulmatesventures.com,"AgTech, CleanTech, EdTech, Energy, GreenTech, Medical",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond",https://www.linkedin.com/company/30652906/,[email protected],CZ
Principal Engineering,https://www.eu-startups.com/investor/principal-engineering/,"Principal Engineering is an IT firm that provides solutions, software development, IT services, consultancy, and outsourcing services.Principal engineering s.r.o. offers top IT services and business solutions in Europe and North America, partnering with clients to drive innovation and growth through software development, IT consulting, and project management.",Corporate VC,Czech Republic,https://www.principal.cz/en/,"Information Technology, Software, Software Engineering",€100k-€1.5M,"Pre-Seed / Seed, Series A/B, Series C & Beyond",https://www.linkedin.com/company/principal-engineering/about/,[email protected],CZ
Frame100r,https://www.eu-startups.com/investor/frame100r/,"Frame100r is a production company that provides TV, feature-film, commercials production, and motion graphics services.Frame100r is a group of highly skilled, creative, and production professionals with experience in both domestic and international projects.",Corporate VC,Czech Republic,http://www.frame100r.com/en/,"Film Production, Motion Capture, TV Production",€100k-€1.5M,"Pre-Seed / Seed, Series A/B",https://www.linkedin.com/in/pavel-zverina-90246616,[email protected],CZ
